KEY,TEXT
familybonuses.description.long.damage_gem_per_turn.match_effect.directeffect.damage.all.enemies,"One or more shields are enhanced to [#!]Power Gems[#] each turn.
[*]The amount is the same as {ELEMENT} heroes in the team. [#!]{MAXTILESONBOARD} Power Gems[#] per element can be on the board at the same time.

The [#!]Power Gem[#] deals [#!]{FIXEDPOWER}[#] damage to a random enemy each turn until it is matched. When [#!]Power Gems[#] are matched, they deal [#!]{MATCHEFFECTFIXEDPOWER}[#] damage to all enemies."
familybonuses.description.long.damage_gem_per_turn.match_effect.directeffect.damage.random.enemies,"One or more shields are enhanced to [#!]Power Gems[#] each turn.
[*]The amount is the same as {ELEMENT} heroes in the team. [#!]{MAXTILESONBOARD} Power Gems[#] per element can be on the board at the same time.

The [#!]Power Gem[#] deals [#!]{FIXEDPOWER}[#] damage to a random enemy each turn until it is matched. When [#!]Power Gems[#] are matched, they deal [#!]{MATCHEFFECTFIXEDPOWER}[#] damage to a random enemy."
familybonuses.description.long.damage_on_special_dodge_wild_cat,Each Special Skill dodged damages the attacker for [#!]{1MEMBERFIXEDVALUE}/{2MEMBERSFIXEDVALUE}/{3MEMBERSFIXEDVALUE} damage.
familybonuses.description.long.defense_multiplier,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_atlantis,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_classic,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_cultist,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense
familybonuses.description.long.defense_multiplier_hotm2018,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_realm,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_sand,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.defense_multiplier_zodiac_ox,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.dispel_newest_ailment,[#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to cleanse the Hero's most recent cleansable status ailment at the end of each turn.
familybonuses.description.long.dispel_random_buff.minorbuff.all.enemies,[#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to dispel a random dispellable status effect buff from all enemies at the end of each turn.
familybonuses.description.long.dispel_random_buff_on_special_damage_received,[#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to dispel a random dispellable status effect buff from an enemy who deals Special Skill damage to this character.
familybonuses.description.long.dodge_ninja,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to dodge normal attacks and Special Skills.
familybonuses.description.long.dodge_ninja2,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to dodge normal attacks and Special Skills.
familybonuses.description.long.dodge_specials_wild_cat,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to dodge Special Skills.
familybonuses.description.long.eat_boosted_health_when_damaged_by_special,"Each time this Hero takes damage from an enemy's Special Skill, removes [#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] boosted health from all enemies."
familybonuses.description.long.element_link_to_all,Element Link affects all allies.
familybonuses.description.long.flight_momentum,"Hero starts with full [#!]Flight Momentum[#].
[*]At the end of each turn and when taking damage the hero loses a small amount of [#!]Flight Momentum[#].
[*]When casting their Special Skill, hero gains [#!]Flight Momentum[#].
[*]Slower heroes gain increased amount of [#!]Flight Momentum[#]"
familybonuses.description.long.growth_mahayoddha,At the end of each turn heroes in the Mahayoddha family gain [#!]Growth[#]: [#!]{1MEMBERATTACKINCREASE}[#]/[#!]{2MEMBERSATTACKINCREASE}[#]/[#!]{3MEMBERSATTACKINCREASE}[#] attack and [#!]{1MEMBERDEFENSEINCREASE}[#]/[#!]{2MEMBERSDEFENSEINCREASE}[#]/[#!]{3MEMBERSDEFENSEINCREASE}[#] defense.
familybonuses.description.long.heal_multiplier,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] healing.
familybonuses.description.long.heal_multiplier_classic,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] healing.
familybonuses.description.long.heal_multiplier_hotm2020,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] healing.
familybonuses.description.long.heal_multiplier_realm,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] healing.
familybonuses.description.long.heal_multiplier_zodiac_snake,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] healing.
familybonuses.description.long.heal_on_attack,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to heal [#!]{MULTIPLIERPERCENT}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENT}%[#] of dealt damage when attacking an enemy.
familybonuses.description.long.heal_per_summoned_familiar,[#!]{MULTIPLIERPERCENT}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENT}%[#] heal each time a Minion is summoned for the Hero.
familybonuses.description.long.health_multiplier_cultist_and_investigator,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] health
familybonuses.description.long.health_multiplier_jungle_hunters,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] HP.
familybonuses.description.long.increased_damage_against_big_minions_3_members,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] more damage dealt against [#!]Mega Minions[#].
familybonuses.description.long.increased_damage_against_minions_2_members,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] more damage dealt against [#!]Minions[#].
familybonuses.description.long.increased_damage_against_minions_3_members,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] more damage dealt against [#!]Minions[#].
familybonuses.description.long.increased_damage_against_minions_and_big_2_members,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] more damage dealt against [#!]Minions[#] and [#!]Mega Minions[#].
familybonuses.description.long.increased_damage_against_minions_and_big_3_members,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] more damage dealt against [#!]Minions[#] and [#!]Mega Minions[#].
familybonuses.description.long.mana_generation_multiplier,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_multiplier_hotm2017,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_multiplier_realm,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_multiplier_sakura,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_multiplier_small_family,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_multiplier_zodiac_rabbit,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] mana generation.
familybonuses.description.long.mana_generation_per_summoned_familiar,[#!]{MULTIPLIERPERCENT}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENT}%[#] mana each time a Minion is summoned for the Hero.
familybonuses.description.long.mana_health_stack,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to receive the following stacks at the end of each turn:
familybonuses.description.long.mana_on_special_magic_carpet,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to increase [#!]{1MEMBERMULTIPLIERPERCENT}%[#] mana of all allies when this Hero casts their Special Skill.
familybonuses.description.long.mighty_pet_fiend_attack_multiplier.parasite,Fiends for this Hero inherit [#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] less attack.
familybonuses.description.long.mighty_pet_fiend_health_multiplier.parasite,Fiends for this Hero absorb [#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] less max health.
familybonuses.description.long.mighty_pet_minion_attack_multiplier.minion,Minions for this Hero inherit [#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] extra health.
familybonuses.description.long.mighty_pet_minion_health_multiplier.minion,Minions for this Hero inherit [#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] extra attack.
familybonuses.description.long.minion_attack_multiplier.minion,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack for Minions inherited from their summoner.
familybonuses.description.long.minion_health_multiplier.minion,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] health for Minions inherited from their summoner.
familybonuses.description.long.minor_buff_to_major,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to make a cast buff undispellable.
familybonuses.description.long.minor_debuff_to_major,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to make a cast ailment uncleansable.
familybonuses.description.long.moon_debuffs_on_special_damage.brittle_moon_family.underwater_moon_family,"[#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to cast [#!]{DEFENSE}%[#] defense for {STATUSEFFECT1TURNS} turns and [#!]{DAMAGE}[#] Water damage over {STATUSEFFECT2TURNS} turns on an enemy who deals Special Skill damage to this character.
[*] If the enemy's Special Skill defeats this character, the chance is [#!]{1MEMBERCHANCEPERKILLINGHIT}%[#]/[#!]{2MEMBERSCHANCEPERKILLINGHIT}%[#]."
familybonuses.description.long.more_memory_slots,[#!]+{2MEMBERSFIXEDVALUE}[#]/[#!]+{3MEMBERSFIXEDVALUE}[#] memory slots for this character's innate ability.
familybonuses.description.long.moth_dust_per_turn,"At the start of each turn, cast [#!]Moth Dust[#] to a random enemy for {1MEMBERTURNS}/{2MEMBERSTURNS}/{3MEMBERSTURNS} turns."
familybonuses.description.long.opera_attack_multiplier,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.opera_defense_multiplier,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] defense.
familybonuses.description.long.opera_health_multiplier,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] HP.
familybonuses.description.long.protect_against_attack_debuff,All received attack status ailments will be replaced by a [#!]{FAMILYMEMBERS1ATTACK}%[#]/ [#!]{FAMILYMEMBERS2ATTACK}%[#]/[#!]{FAMILYMEMBERS3ATTACK}%[#] attack buff for [#!]{TURNS}[#] turns.
familybonuses.description.long.protect_against_defense_debuff,All received defense status ailments will be replaced by a [#!]{FAMILYMEMBERS1DEFENSE}%[#]/[#!]{FAMILYMEMBERS2DEFENSE}%[#]/[#!]{FAMILYMEMBERS3DEFENSE}%[#] defense buff for [#!]{TURNS}[#] turns.
familybonuses.description.long.protect_against_mana_debuff,All received mana status ailments will be replaced by a [#!]{FAMILYMEMBERS1MANAREGEN}%[#]/ [#!]{FAMILYMEMBERS2MANAREGEN}%[#]/[#!]{FAMILYMEMBERS3MANAREGEN}%[#] mana generation buff for [#!]{TURNS}[#] turns.
familybonuses.description.long.received_damage_modifier_beachparty,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] damage received from damage over time status effects.
familybonuses.description.long.resist_dot_damage,{1MEMBERDAMAGETYPES}/{2MEMBERSDAMAGETYPES}/{3MEMBERSDAMAGETYPES}
familybonuses.description.long.resist_insanity_3_members,Innate resistance against Insanity.
familybonuses.description.long.resist_mana_reduction_and_mana_debuffs.statuseffectdebuffs,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to resist mana reductions and mana status ailments.
familybonuses.description.long.resist_mana_reduction_and_mana_debuffs_with_mana_on_resist.statuseffectdebuffs.addmana.single.allies,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to resist mana reductions and mana status ailments. Each successful resist by this family gives this character [#!]{POWER}%[#] mana.
