ID,Name,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #4,Passive #5,Passive #CB1,Passive #CB2,Passive #CB3,Passive #CB4,Passive #CB5,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power,parentHeroId,costumeBonusesId,CB1検索キー,CB2検索キー,CB3検索キー,CB4検索キー,CB1 Atk,CB1 Def,CB1 HP,CB1 Mana,CB2 Atk,CB2 Def,CB2 HP,CB2 Mana,CB3 Atk,CB3 Def,CB3 HP,CB3 Mana,CB4 Atk,CB4 Def,CB4 HP,CB4 Mana
s3_loki_male,Lord Loki,Trickster God,C0,132,Blue,5,Season3,jotunheim,2020-12-24,Wizard,Average,tricksters_mischief,,,,,,,,,,,Special Armor,774,743,1312,787,834,801,1414,839,955,916,1617,942,5%,990,951,1771,985,1067,1025,1908,1052,1222,1172,2182,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3_loki_male,valhalla_buffed,valhalla_buffed_5,,,,28%,28%,35%,5%,,,,,,,,,,,,
ninja_onyx,Onyx,Ninja of Elusive Winds,,120,Purple,5,TowerNinja,ninja,2020-10-13,Ranger,Charge,crippling_claws,,,,,,,,,,,Attack Up,803,706,1392,798,865,761,1500,850,990,871,1717,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_onyx,,,,,,,,,,,,,,,,,,,,,
ninja_mica,Mica,Ninja of Silent Screams,,121,Yellow,5,TowerNinja,ninja,2020-10-13,Paladin,Charge,connect_ki,,,,,,,,,,,Special Armor,716,821,1380,798,772,885,1487,851,883,1013,1701,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_mica,,,,,,,,,,,,,,,,,,,,,
ninja_garnet,Garnet,Ninja of Soaring Vitality,,122,Red,5,TowerNinja,ninja,2020-10-13,Sorcerer,Charge,awaken_ki,,,,,,,,,,,Attack Up,731,751,1481,798,788,810,1596,851,901,927,1826,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_garnet,,,,,,,,,,,,,,,,,,,,,
ninja_jade,Jade,Ninja of Dancing Stars,,123,Green,5,TowerNinja,ninja,2020-10-13,Monk,Charge,shared_visage,,,,,,,,,,,Regen,692,819,1446,798,745,883,1558,851,853,1010,1783,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_jade,,,,,,,,,,,,,,,,,,,,,
ninja_cobalt,Cobalt,Ninja of Whispering Seas,,124,Blue,5,TowerNinja,ninja,2020-10-13,Wizard,Charge,katana_rain,,,,,,,,,,,Special Boost,801,685,1435,798,863,739,1547,850,988,845,1770,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_cobalt,,,,,,,,,,,,,,,,,,,,,
ninja_shale,Shale,Ninja of Flying Vigor,,1140,Red,4,TowerNinja,ninja,2020-10-13,Wizard,Charge,channel_ki,,,,,,,,,,,Damage Reduction,603,626,1423,670,655,681,1547,721,760,789,1793,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_shale,,,,,,,,,,,,,,,,,,,,,
ninja_sapphire,Sapphire,Ninja of Leaping Shadows,,1141,Blue,4,TowerNinja,ninja,2020-10-13,Rogue,Charge,from_shadows,,,,,,,,,,,Special Boost,726,541,1285,670,789,588,1396,721,915,682,1619,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_sapphire,,,,,,,,,,,,,,,,,,,,,
ninja_ametrine,Ametrine,Ninja of Hidden Blades,,1142,Purple,4,TowerNinja,ninja,2020-10-13,Barbarian,Charge,blur_of_steel,,,,,,,,,,,Attack Up,716,561,1268,670,778,609,1378,720,902,706,1598,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninja_ametrine,,,,,,,,,,,,,,,,,,,,,
halloween_frank,Frank,The Monster,C0,1143,Blue,4,Halloween,halloween,2020-10-26,Barbarian,Slow,undead_razer,halloween_steal_buff_or_deal_damage,,,,,,,,,,Regen,635,639,1292,667,690,695,1403,717,800,805,1627,818,5%,647,651,1343,681,703,708,1459,733,816,821,1692,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halloween_frank,halloween,halloween_4,,,,2%,2%,4%,5%,,,,,,,,,,,,
halloween_francine,Francine,The Monstress,C0,126,Green,5,Halloween,halloween,2020-10-26,Rogue,Fast,electric_cut,halloween_steal_buff_or_deal_damage,,,,,,,,,,Attack Up,780,743,1353,795,841,801,1458,847,962,916,1668,951,5%,951,891,1691,944,1026,961,1822,1008,1173,1099,2085,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halloween_francine,easter,easter_5,,,,22%,20%,25%,5%,,,,,,,,,,,,
halloween_vanda,Vanda,Vampire Queen,C0,127,Red,5,Halloween,halloween,2020-10-26,Sorcerer,Very Fast,twilight_of_sorrow,halloween_steal_buff_or_deal_damage,,,,,,,,,,Vampire,774,735,1384,795,834,792,1491,847,955,906,1706,951,5%,944,882,1730,944,1017,950,1863,1007,1165,1087,2132,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halloween_vanda,easter,easter_5,,,,22%,20%,25%,5%,,,,,,,,,,,,
halloween_jack,Jack,Pumpkin Minstrel,,1423,Purple,3,Halloween,halloween,2020-10-26,Wizard,Fast,explosive_o_lantern,halloween_steal_buff_or_deal_damage,,,,,,,,,,Damage Reduction,491,450,752,468,557,510,853,522,688,630,1053,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halloween_jack,,,,,,,,,,,,,,,,,,,,,
christmas_carol,Carol,Santa's Little Helper,,1144,Red,4,Christmas,winter,2020-12-01,Sorcerer,Fast,perilous_gift,,,,,,,,,,,Special Armor,624,646,1357,674,678,701,1475,725,787,813,1710,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christmas_carol,,,,,,,,,,,,,,,,,,,,,
christmas_frosty,Frosty,Northern Sentinel,,1424,Blue,3,Christmas,winter,2020-12-01,Rogue,Average,northern_wanderer,,,,,,,,,,,Defense Up,441,523,783,475,500,592,888,530,618,732,1097,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christmas_frosty,,,,,,,,,,,,,,,,,,,,,
christmas_krampus,Krampus,Holiday Ghoul,C0,131,Blue,5,Christmas,winter,2020-12-01,Sorcerer,Average,scourge_of_joy,,,,,,,,,,,Taunt,667,852,1468,802,719,919,1582,855,822,1051,1811,960,5%,900,1150,1981,1039,970,1240,2135,1110,1109,1418,2444,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christmas_krampus,christmas,christmas_5,,,,35%,35%,35%,5%,,,,,,,,,,,,
nature_god_bertila,Bertila,The Green Knight,,133,Green,5,MonthlyHeroJanuary2021,hotm2021,2021-01-01,Fighter,Slow,en_garde,mana_on_own_familiar_death,resist_accuracy_modifier_debuffs,,,,,,,,,Regen,718,774,1367,784,774,834,1474,835,886,955,1686,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nature_god_bertila,,,,,,,,,,,,,,,,,,,,,
holy_god_uraeus,Uraeus,Arcane Vizier,,135,Yellow,5,MonthlyHeroFebruary2021,hotm2021,2021-02-01,Sorcerer,Average,strike_of_the_cobra,heal_on_own_familiar_death,resist_sand,,,,,,,,,Special Boost,778,727,1324,786,839,783,1427,837,960,896,1633,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy_god_uraeus,,,,,,,,,,,,,,,,,,,,,
s4_aouda,Aouda,Kind-hearted Princess,C0,164,Yellow,5,Season4,abyss,2021-07-15,Rogue,Fast,blade_of_bundelkhand,increase_special_damage,,,,,,,,,,Attack Up,811,782,1293,808,874,843,1394,862,1000,965,1595,968,5%,1054,1016,1745,1022,1136,1095,1881,1092,1300,1254,2153,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_aouda,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_captain_nemo,Captain Nemo,Enigmatic Explorer,C0,171,Red,5,Season4,abyss,2021-08-12,Fighter,Fast,captains_cutlass,start_battle_with_mana,,,,,,,,,,Attack Up,821,751,1334,809,885,810,1438,862,1013,927,1645,969,5%,1067,976,1800,1023,1150,1053,1941,1094,1316,1205,2220,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_captain_nemo,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_professor_lidenbrock,Prof. Lidenbrock,Sagacious Scientist,C0,143,Yellow,5,Season4,abyss,2021-03-25,Cleric,Slow,glorious_grace,start_battle_with_mana,,,,,,,,,,Heal Increase,745,807,1394,806,803,870,1502,859,919,995,1719,965,5%,968,1049,1881,1020,1043,1131,2027,1090,1194,1293,2320,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_professor_lidenbrock,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_doctor_moreau,Dr. Moreau,Devious Scientist,C0,144,Purple,5,Season4,abyss,2021-03-25,Paladin,Fast,blinding_wisdom,special_damage_reduction,,,,,,,,,,Attack Up,774,751,1439,807,834,810,1551,860,955,927,1775,967,5%,1006,976,1942,1022,1084,1053,2093,1092,1241,1205,2396,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_doctor_moreau,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_zenobia,Zenobia,Myriapod Queen,C0,173,Red,5,Season4,abyss,2021-09-09,Cleric,Average,dual_sting,increase_buff_duration,,,,,,,,,,Attack Up,824,756,1316,809,888,814,1418,862,1016,932,1623,968,5%,1071,982,1776,1023,1154,1058,1914,1093,1320,1211,2191,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_zenobia,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_phileas_fogg,Phileas Fogg,Courageous Voyager,C0,145,Green,5,Season4,abyss,2021-03-25,Fighter,Fast,valiant_lunge,special_damage_reduction,,,,,,,,,,Attack Up,832,727,1339,807,896,783,1443,859,1026,896,1651,966,5%,1081,945,1807,1020,1164,1017,1948,1089,1333,1164,2228,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_phileas_fogg,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
villain_toxicandra,Toxicandra,Sovereign of Cerbera,C0,136,Green,5,RecurringFestivalB,villains,2021-02-11,Cleric,Fast,accelerated_growth,,,,,,,,,,,Defense Up,774,760,1369,800,834,819,1476,852,955,937,1689,958,5%,1215,1193,2217,1194,1309,1285,2391,1277,1499,1471,2736,1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_toxicandra,villains,villains_5,,,,57%,57%,62%,5%,,,,,,,,,,,,
villain_crystalis,Crystalis,Crystal Empress,,137,Blue,5,RecurringFestivalB,villains,2021-02-11,Wizard,Fast,freezing_crystal,,,,,,,,,,,Damage Reduction,778,756,1374,801,839,814,1480,853,960,932,1694,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_crystalis,,,,,,,,,,,,,,,,,,,,,
villain_asterius,Asterius,Monstrous Minotaur,,138,Red,5,RecurringFestivalB,villains,2021-02-11,Druid,Average,brutal_bull_rush,,,,,,,,,,,Bulwark,784,762,1355,802,845,821,1460,855,967,939,1671,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_asterius,,,,,,,,,,,,,,,,,,,,,
villain_karnov,Karnov,Champion Bruiser,C0,139,Purple,5,RecurringFestivalB,villains,2021-02-11,Monk,Slow,total_beatdown,,,,,,,,,,,Counter[-]attack,766,745,1444,803,825,803,1556,856,944,919,1780,961,5%,1202,1169,2339,1200,1295,1260,2520,1283,1482,1442,2883,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_karnov,villains,villains_5,,,,57%,57%,62%,5%,,,,,,,,,,,,
villain_dark_lord,Dark Lord,Bane of Karemdol,C0,140,Purple,5,RecurringFestivalB,villains,2021-02-11,Wizard,Fast,doomstrike,,,,,,,,,,,Attack Up,801,749,1357,805,863,808,1462,857,988,924,1673,963,5%,1257,1175,2198,1201,1354,1268,2368,1285,1551,1450,2710,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_dark_lord,villains,villains_5,,,,57%,57%,62%,5%,,,,,,,,,,,,
villain_isrod,Isrod,Doomed Jarl,,141,Red,5,RecurringFestivalB,villains,2021-02-11,Paladin,Average,vengeful_scythe,,,,,,,,,,,Ailment Immunity,758,768,1423,804,816,828,1534,857,934,947,1755,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_isrod,,,,,,,,,,,,,,,,,,,,,
villain_ingolf,Ingolf,Doomed Hersir,,1145,Purple,4,RecurringFestivalB,villains,2021-02-11,Fighter,Slow,draining_blade,,,,,,,,,,,Regen,633,684,1268,675,688,743,1378,726,797,861,1598,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_ingolf,,,,,,,,,,,,,,,,,,,,,
villain_sanngrior,Sanngrior,Fallen Valkyrie,,1146,Blue,4,RecurringFestivalB,villains,2021-02-11,Cleric,Average,valkyries_fortitude,,,,,,,,,,,Heal Increase,565,680,1447,675,614,738,1572,726,712,856,1823,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_sanngrior,,,,,,,,,,,,,,,,,,,,,
villain_edd,Edd,Thick-Headed Thug,,1425,Purple,3,RecurringFestivalB,villains,2021-02-11,Ranger,Fast,crazed_lunge,,,,,,,,,,,Attack Up,526,450,723,476,596,510,819,531,737,630,1012,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_edd,,,,,,,,,,,,,,,,,,,,,
villain_skrekok,Skrekok,Ratman Scoundrel,,1426,Red,3,RecurringFestivalB,villains,2021-02-11,Rogue,Average,mad_rat_mania,,,,,,,,,,,Special Boost,493,472,762,476,559,535,864,531,691,662,1068,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villain_skrekok,,,,,,,,,,,,,,,,,,,,,
dark_god_malicna,Malicna,Wicked Lector,,142,Purple,5,MonthlyHeroMarch2021,hotm2021,2021-03-01,Cleric,Average,grimoire_skim,holy_defense_on_mana_reduction,resist_health_steal,,,,,,,,,Special Boost,766,741,1339,788,825,799,1443,839,944,914,1651,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark_god_malicna,,,,,,,,,,,,,,,,,,,,,
ice_god_frosth,Frosth,Winter Bringer,,149,Blue,5,MonthlyHeroApril2021,hotm2021,2021-04-01,Rogue,Fast,cold_command,cleanse_on_own_familiar_death,resist_burn,,,,,,,,,Defense Up,776,731,1347,789,836,788,1451,841,957,901,1661,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_god_frosth,,,,,,,,,,,,,,,,,,,,,
s4_lepiota,Lepiota,Leader of the Eloi,C0,146,Purple,5,Season4,abyss,2021-03-25,Sorcerer,Fast,abyssal_incantation,special_damage_reduction,,,,,,,,,,Special Armor,780,778,1359,806,841,839,1465,859,962,960,1676,965,5%,1014,1011,1834,1019,1093,1090,1977,1089,1250,1248,2262,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_lepiota,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_akkorog,Akkorog,Morlock Chieftain,C0,147,Yellow,5,Season4,abyss,2021-03-25,Ranger,Fast,colossal_chops,increase_special_damage,,,,,,,,,,Attack Up,782,772,1371,806,843,832,1478,859,965,952,1691,966,5%,1016,1003,1850,1020,1095,1081,1995,1090,1254,1237,2282,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_akkorog,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_russula,Russula,Eloi Rogue,C0,152,Blue,5,Season4,abyss,2021-05-20,Rogue,Very Fast,vengeful_backstab,decrease_debuff_duration,,,,,,,,,,Attack Up,793,782,1328,807,854,843,1431,860,977,965,1638,966,5%,1030,1016,1792,1020,1110,1095,1931,1090,1270,1254,2211,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_russula,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_passepartout,Passepartout,Clever Voyager,C0,195,Blue,5,Season4,abyss,2021-12-02,Fighter,Average,helping_hands,increase_buff_duration,,,,,,,,,,Special Armor,756,803,1411,811,814,865,1520,864,932,990,1739,971,5%,982,1043,1904,1027,1058,1124,2052,1097,1211,1287,2347,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_passepartout,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_garjammal,Garjammal,Morlock Battle Master,C0,150,Green,5,Season4,abyss,2021-04-22,Barbarian,Fast,flail_of_destruction,decrease_debuff_duration,,,,,,,,,,Rage,791,774,1349,807,852,834,1454,860,975,955,1663,966,5%,1028,1006,1821,1021,1107,1084,1962,1090,1267,1241,2245,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_garjammal,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_morel,Morel,Eloi Hunter,C0,160,Blue,5,Season4,abyss,2021-06-17,Ranger,Fast,deathly_glaive,increase_special_damage,,,,,,,,,,Defense Up,772,745,1452,807,832,803,1565,860,952,919,1790,966,5%,1003,968,1960,1021,1081,1043,2112,1091,1237,1194,2416,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_morel,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_octros,Octros,Octopod Champion,C0,181,Red,5,Season4,abyss,2021-10-07,Fighter,Average,hallowed_blade,increase_buff_duration,,,,,,,,,,Counter[-]attack,762,797,1396,810,821,859,1505,863,939,982,1722,969,5%,990,1036,1884,1025,1067,1116,2031,1095,1220,1276,2324,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_octros,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
fire_god_yang_mai,Yang Mai,Fist of the Sun,,151,Red,5,MonthlyHeroMay2021,hotm2021,2021-05-01,Monk,Fast,flaming_fury,attack_buff_on_mana_reduction,resist_water,,,,,,,,,Special Boost,743,762,1369,790,801,821,1476,841,916,939,1689,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_god_yang_mai,,,,,,,,,,,,,,,,,,,,,
s4_lughaidh,Lughaidh,King of the Depths,C0,187,Green,5,Season4,abyss,2021-11-04,Paladin,Slow,transcendental_frame,special_damage_reduction,,,,,,,,,,Special Armor,721,832,1433,810,777,896,1545,864,889,1026,1767,970,5%,937,1081,1934,1026,1010,1164,2085,1096,1155,1333,2385,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_lughaidh,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_xnolphod,Xnolphod,Octopod Sorcerer,C0,174,Purple,5,Season4,abyss,2021-09-09,Sorcerer,Average,ancient_enchantment,decrease_debuff_duration,,,,,,,,,,Special Armor,768,793,1380,809,828,854,1487,862,947,977,1701,968,5%,998,1030,1863,1023,1076,1110,2007,1093,1231,1270,2296,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_xnolphod,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
s4_griffin,Griffin,Invisible Man,C0,1147,Yellow,4,Season4,abyss,2021-03-25,Rogue,Fast,invisible_strike,increase_special_damage,,,,,,,,,,Special Boost,739,639,1109,677,803,695,1205,729,931,805,1397,831,1%,753,651,1153,692,819,708,1253,745,949,821,1452,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_griffin,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_mack,Mack,Halfling Adventurer,C0,1148,Red,4,Season4,abyss,2021-03-25,Fighter,Average,halflings_wit,increase_buff_duration,,,,,,,,,,Regen,646,686,1247,677,701,745,1355,728,813,864,1571,831,1%,658,699,1296,692,715,759,1409,745,829,881,1633,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_mack,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_zila_lei,Zila Lei,Octropod Assassin,C0,1149,Blue,4,Season4,abyss,2021-03-25,Rogue,Fast,fishbone_blades,increase_special_damage,,,,,,,,,,Attack Up,677,652,1234,677,736,708,1341,728,853,821,1555,831,1%,690,665,1283,692,750,722,1394,744,870,837,1617,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_zila_lei,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_rokkamush,Rokkamush,Ettin Smasher,C0,1150,Red,4,Season4,abyss,2021-03-25,Barbarian,Fast,blind_rage,decrease_debuff_duration,,,,,,,,,,Rage,707,658,1147,677,768,715,1246,728,891,829,1445,831,1%,721,671,1192,692,783,729,1295,744,908,845,1502,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_rokkamush,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_helo,Helo,Eloi Fisherman,C0,1427,Blue,3,Season4,abyss,2021-03-25,Druid,Average,healthiest_catch,increase_buff_duration,,,,,,,,,,Defense Up,457,505,799,478,518,573,906,533,640,708,1119,643,1%,466,515,830,488,528,584,942,545,652,722,1163,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_helo,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_gramps,Gramps,Halfling Elder,C0,1428,Green,3,Season4,abyss,2021-03-25,Cleric,Slow,elders_remedy,special_damage_reduction,,,,,,,,,,Bulwark,448,514,804,478,508,583,912,533,627,720,1126,643,1%,456,524,836,488,518,594,948,545,639,734,1171,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_gramps,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_tettukh,Tettukh,Morlock Brute,C0,1151,Green,4,Season4,abyss,2021-03-25,Monk,Average,crippling_grapple,special_damage_reduction,,,,,,,,,,Regen,663,667,1241,677,720,725,1348,728,835,840,1563,831,1%,676,680,1290,692,734,739,1401,744,851,856,1625,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_tettukh,underwild,underwild_4,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_poppy,Poppy,Halfling Arbalist,C0,1429,Yellow,3,Season4,abyss,2021-03-25,Ranger,Fast,ricochet_bolt,increase_special_damage,,,,,,,,,,Attack Up,497,453,804,478,563,514,912,533,696,635,1126,644,1%,506,462,836,488,574,524,948,545,709,647,1171,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_poppy,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_vollermork,Vollermork,Morlock Hoarder,C0,1430,Red,3,Season4,abyss,2021-03-25,Paladin,Slow,thresher_worms,start_battle_with_mana,,,,,,,,,,Fiend Resist,476,514,738,478,539,583,837,534,666,720,1034,644,1%,485,524,767,488,549,594,870,545,679,734,1075,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_vollermork,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
s4_morris,Morris,Mighty Moleman,C0,1431,Purple,3,Season4,abyss,2021-03-25,Fighter,Average,dig_a_hole,decrease_debuff_duration,,,,,,,,,,Boosted Regen,507,483,721,478,575,547,817,533,710,676,1010,644,1%,517,492,749,488,586,557,849,544,724,689,1050,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_morris,underwild,underwild_3,,,,2%,2%,4%,1%,,,,,,,,,,,,
forest_god_elradir,Elradir,Wild Wizard of Lunar Woods,,153,Green,5,MonthlyHeroJune2021,hotm2021,2021-06-01,Wizard,Average,natures_payback,mana_on_debuff,resist_special_blocking,,,,,,,,,Attack Up,766,745,1353,791,825,803,1458,842,944,919,1668,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forest_god_elradir,,,,,,,,,,,,,,,,,,,,,
s4_hannah,Hannah,Adventurous Archaeologist,C0,161,Purple,5,Season4,abyss,2021-06-17,Druid,Fast,corrupting_idol,start_battle_with_mana,,,,,,,,,,Fiend Resist,780,747,1433,807,841,805,1545,861,962,922,1767,967,5%,1014,971,1934,1022,1093,1046,2085,1092,1250,1198,2385,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s4_hannah,underwild,underwild_5,,,,30%,30%,35%,5%,,,,,,,,,,,,
